date,momentum_value,momentum_cash
2022-12-06,1000000.0,1000000.0
2022-12-07,1000000.0,1000000.0
2022-12-08,1000000.0,1000000.0
2022-12-09,1000000.0,1000000.0
2022-12-12,1000000.0,1000000.0
2022-12-13,1000000.0,1000000.0
2022-12-14,1000000.0,1000000.0
2022-12-15,1000000.0,1000000.0
2022-12-19,1000000.0,1000000.0
2022-12-20,1000000.0,1000000.0
2022-12-21,1000000.0,1000000.0
2022-12-22,1000000.0,1000000.0
2022-12-23,1000000.0,1000000.0
2022-12-28,1000000.0,1000000.0
2022-12-29,1000000.0,1000000.0
2022-12-30,1000000.0,1000000.0
2023-01-03,1000000.0,1000000.0
2023-01-04,1000000.0,1000000.0
2023-01-05,1000000.0,1000000.0
2023-01-06,1000000.0,1000000.0
2023-01-09,1000000.0,1000000.0
2023-01-10,1000000.0,1000000.0
2023-01-11,1000000.0,1000000.0
2023-01-12,1000000.0,1000000.0
2023-01-13,1000000.0,1000000.0
2023-01-16,1000000.0,1000000.0
2023-01-17,1000000.0,1000000.0
2023-01-18,1000000.0,1000000.0
2023-01-19,1000000.0,1000000.0
2023-01-20,1000000.0,1000000.0
2023-01-23,1000000.0,1000000.0
2023-01-24,1000000.0,1000000.0
2023-01-25,1000000.0,1000000.0
2023-01-26,1000000.0,1000000.0
2023-01-27,1000000.0,1000000.0
2023-01-30,1000000.0,1000000.0
2023-01-31,1000000.0,1000000.0
2023-02-01,1000000.0,1000000.0
2023-02-02,1000000.0,1000000.0
2023-02-03,1000000.0,1000000.0
2023-02-06,1000000.0,1000000.0
2023-02-07,1000000.0,1000000.0
2023-02-08,1000000.0,1000000.0
2023-02-09,1000000.0,1000000.0
2023-02-10,1000000.0,1000000.0
2023-02-13,1000000.0,1000000.0
2023-02-14,1000000.0,1000000.0
2023-02-15,1000000.0,1000000.0
2023-02-16,1000000.0,1000000.0
2023-02-17,1000000.0,1000000.0
2023-02-20,1000000.0,1000000.0
2023-02-21,1000000.0,1000000.0
2023-02-22,1000000.0,1000000.0
2023-02-23,1000000.0,1000000.0
2023-02-24,1000000.0,1000000.0
2023-02-27,1000000.0,1000000.0
2023-02-28,1000000.0,1000000.0
2023-03-01,1000000.0,1000000.0
2023-03-02,1000000.0,1000000.0
2023-03-03,1000000.0,1000000.0
2023-03-06,1000000.0,1000000.0
2023-03-07,1000000.0,1000000.0
2023-03-08,1000000.0,1000000.0
2023-03-09,1000000.0,1000000.0
2023-03-10,1000000.0,1000000.0
2023-03-13,1000000.0,1000000.0
2023-03-14,1000000.0,1000000.0
2023-03-15,1000000.0,1000000.0
2023-03-16,1000000.0,1000000.0
2023-03-17,1000000.0,1000000.0
2023-03-20,1000000.0,1000000.0
2023-03-22,1000000.0,1000000.0
2023-03-23,1000000.0,1000000.0
2023-03-24,1000000.0,1000000.0
2023-03-27,1000000.0,1000000.0
2023-03-28,1000000.0,1000000.0
2023-03-29,1000000.0,1000000.0
2023-03-30,1000000.0,1000000.0
2023-03-31,1000000.0,1000000.0
2023-04-03,995522.3880597015,100000.0
2023-04-04,1000046.3775905664,100000.0
2023-04-05,989624.0789160227,100000.0
2023-04-06,999022.1972537284,100000.0
2023-04-11,985582.375334543,100000.0
2023-04-12,970691.7593449648,100000.0
2023-04-13,972466.2879260894,100000.0
2023-04-14,974531.7553759491,100000.0
2023-04-17,979050.4538133456,100000.0
2023-04-18,965285.9251542595,100000.0
2023-04-19,986789.114188923,100000.0
2023-04-20,1005095.5876239806,100000.0
2023-04-21,991035.6471785811,100000.0
2023-04-24,987930.4237257683,100000.0
2023-04-25,989822.3610378234,100000.0
2023-04-26,999548.678752692,100000.0
2023-04-28,1020221.5838691315,100000.0
2023-05-02,1012481.6510941174,100000.0
2023-05-03,990721.0208447758,100000.0
2023-05-04,976753.0285342183,100000.0
2023-05-05,963203.3632669094,100000.0
2023-05-08,957779.1578379505,100000.0
2023-05-09,953462.232930317,100000.0
2023-05-10,948256.0047061368,100000.0
2023-05-11,946087.114389858,100000.0
2023-05-12,953211.1210348611,100000.0
2023-05-15,957152.3516927097,100000.0
2023-05-16,968624.3030490765,100000.0
2023-05-17,968497.9238920461,100000.0
2023-05-18,953957.1450272761,100000.0
2023-05-19,952959.977482851,100000.0
2023-05-22,972200.584400567,100000.0
2023-05-23,964196.8663233614,100000.0
2023-05-24,958781.9964417554,100000.0
2023-05-25,960732.3657718953,100000.0
2023-05-26,966535.6815026602,100000.0
2023-05-29,951374.6102483412,100000.0
2023-05-30,932364.6349731276,100000.0
2023-05-31,923650.9776530063,100000.0
2023-06-01,948930.372189995,100000.0
2023-06-02,981473.669731471,100000.0
2023-06-05,961308.3921914855,100000.0
2023-06-06,943395.6893768742,100000.0
2023-06-07,951690.2812795233,100000.0
2023-06-08,956150.122264919,100000.0
2023-06-09,971577.2655941539,100000.0
2023-06-12,967454.2235829324,100000.0
2023-06-13,990100.4707617259,100000.0
2023-06-14,962655.0943541725,100000.0
2023-06-15,988246.5765232908,100000.0
2023-06-19,991781.8656327269,100000.0
2023-06-20,979504.1128878496,100000.0
2023-06-21,967716.9619679131,100000.0
2023-06-22,960686.1573731849,100000.0
2023-06-23,948719.0162870429,100000.0
2023-06-26,926593.8351676649,100000.0
2023-06-27,938854.9415626103,100000.0
2023-06-28,967136.8455286426,100000.0
2023-06-29,958130.1619790171,100000.0
2023-06-30,981364.1160351348,100000.0
2023-07-03,954254.0989083856,95718.3916993524
2023-07-04,963914.1221089604,95718.3916993524
2023-07-05,951878.0784672094,95718.3916993524
2023-07-06,941578.413693596,95718.3916993524
2023-07-07,943549.7509904482,95718.3916993524
2023-07-10,919732.3019164816,95718.3916993524
2023-07-11,937406.6268654333,95718.3916993524
2023-07-12,946086.7894171238,95718.3916993524
2023-07-13,957899.8183945547,95718.3916993524
2023-07-14,965088.2884805021,95718.3916993524
2023-07-17,962121.730145528,95718.3916993524
2023-07-18,963281.0900950339,95718.3916993524
2023-07-19,973175.6895021109,95718.3916993524
2023-07-20,965253.5141625631,95718.3916993524
2023-07-21,961581.5646953637,95718.3916993524
2023-07-24,946920.1545872312,95718.3916993524
2023-07-25,956265.394603222,95718.3916993524
2023-07-26,959061.3407509108,95718.3916993524
2023-07-27,945477.5146269912,95718.3916993524
2023-07-28,953601.0453560367,95718.3916993524
2023-07-31,963329.4072492627,95718.3916993524
2023-08-01,946104.0635534825,95718.3916993524
2023-08-02,930487.6989975991,95718.3916993524
2023-08-03,925442.2565780616,95718.3916993524
2023-08-04,934811.5774517431,95718.3916993524
2023-08-07,935493.4659226253,95718.3916993524
2023-08-08,939908.1327950528,95718.3916993524
2023-08-10,935624.8073676379,95718.3916993524
2023-08-11,936988.2954742087,95718.3916993524
2023-08-14,918633.319731985,95718.3916993524
2023-08-15,933206.6628810399,95718.3916993524
2023-08-16,920867.2199673684,95718.3916993524
2023-08-17,892240.2353270322,95718.3916993524
2023-08-18,880348.869827645,95718.3916993524
2023-08-21,887209.4898069483,95718.3916993524
2023-08-22,890943.5410088962,95718.3916993524
2023-08-23,908271.8156410999,95718.3916993524
2023-08-24,918046.5942587111,95718.3916993524
2023-08-25,907610.8431187246,95718.3916993524
2023-08-28,910452.8135532009,95718.3916993524
2023-08-29,903833.9107672662,95718.3916993524
2023-08-30,920613.8869884893,95718.3916993524
2023-08-31,910681.6868592051,95718.3916993524
2023-09-01,898868.8821900215,95718.3916993524
2023-09-04,903428.535851661,95718.3916993524
2023-09-05,906094.6025392772,95718.3916993524
2023-09-06,911499.3955944321,95718.3916993524
2023-09-07,902365.9342423272,95718.3916993524
2023-09-08,907580.7109369317,95718.3916993524
2023-09-11,908991.8061869321,95718.3916993524
2023-09-12,911990.1034954923,95718.3916993524
2023-09-13,904843.5018476022,95718.3916993524
2023-09-14,902775.2143770537,95718.3916993524
2023-09-15,909182.7483940319,95718.3916993524
2023-09-18,912143.2297975331,95718.3916993524
2023-09-19,903312.2189726952,95718.3916993524
2023-09-20,938128.7989940733,95718.3916993524
2023-09-21,920465.6727724592,95718.3916993524
2023-09-22,913966.004759746,95718.3916993524
2023-09-26,893248.9737051,95718.3916993524
2023-09-27,895783.3285780248,95718.3916993524
2023-09-28,887074.2080382399,95718.3916993524
2023-09-29,893474.8612939626,95718.3916993524
2023-10-02,875522.6527504515,83971.98751547992
2023-10-03,885235.3528158808,83971.98751547992
2023-10-04,885912.8050582217,83971.98751547992
2023-10-05,894929.6520844226,83971.98751547992
2023-10-06,901453.2712573825,83971.98751547992
2023-10-09,918846.5373900179,83971.98751547992
2023-10-10,922222.1278141647,83971.98751547992
2023-10-11,925320.0226283176,83971.98751547992
2023-10-12,935984.2339957721,83971.98751547992
2023-10-13,951545.3095985416,83971.98751547992
2023-10-16,940582.9370664688,83971.98751547992
2023-10-17,968986.3230102495,83971.98751547992
2023-10-18,967477.8550630136,83971.98751547992
2023-10-19,957531.6375892218,83971.98751547992
2023-10-20,961245.3606924451,83971.98751547992
2023-10-23,937017.3084293568,83971.98751547992
2023-10-24,927059.4939964862,83971.98751547992
2023-10-25,919546.8066137643,83971.98751547992
2023-10-26,918607.7586976516,83971.98751547992
2023-10-27,917408.024739874,83971.98751547992
2023-10-30,922960.2809404747,83971.98751547992
2023-10-31,915630.1931612791,83971.98751547992
2023-11-01,911435.0030536127,83971.98751547992
2023-11-02,909398.552035238,83971.98751547992
2023-11-03,926231.7642034466,83971.98751547992
2023-11-06,933436.8266136495,83971.98751547992
2023-11-07,906864.4919336371,83971.98751547992
2023-11-08,925207.0980301177,83971.98751547992
2023-11-09,926839.0946840013,83971.98751547992
2023-11-10,930938.5506034949,83971.98751547992
2023-11-13,934843.2261185605,83971.98751547992
2023-11-14,953031.6090008626,83971.98751547992
2023-11-15,941524.2772174587,83971.98751547992
2023-11-16,951972.2766048894,83971.98751547992
2023-11-17,953966.5966090445,83971.98751547992
2023-11-20,949022.3021810468,83971.98751547992
2023-11-21,971989.657048052,83971.98751547992
2023-11-22,985457.175195292,83971.98751547992
2023-11-23,973166.6900227041,83971.98751547992
2023-11-24,984541.0733940963,83971.98751547992
2023-11-27,987839.3454569263,83971.98751547992
2023-11-28,994758.7318251097,83971.98751547992
2023-11-29,1005693.1879952865,83971.98751547992
2023-11-30,1002457.61465493,83971.98751547992
2023-12-01,1022433.3093840276,83971.98751547992
2023-12-04,1011203.1622860187,83971.98751547992
2023-12-05,995656.5430253205,83971.98751547992
2023-12-06,997953.7513732449,83971.98751547992
2023-12-07,982188.5137049875,83971.98751547992
2023-12-08,988114.9924259317,83971.98751547992
2023-12-11,990635.0446320435,83971.98751547992
2023-12-12,978952.1066112315,83971.98751547992
2023-12-13,968109.7800459791,83971.98751547992
2023-12-14,1001975.6842814822,83971.98751547992
2023-12-18,1006831.4480455372,83971.98751547992
2023-12-19,1010846.849357501,83971.98751547992
2023-12-20,1019092.685105679,83971.98751547992
2023-12-21,1014311.3416708831,83971.98751547992
2023-12-22,1021183.5509488048,83971.98751547992
2023-12-27,1031758.7171196237,83971.98751547992
2023-12-28,1040796.4000406027,83971.98751547992
2023-12-29,1033508.2710308057,83971.98751547992
2024-01-02,1024256.3820200757,29016.92694002732
2024-01-03,1010077.9293150868,29016.92694002732
2024-01-04,1001116.7222306945,29016.92694002732
2024-01-05,1002606.3458835506,29016.92694002732
2024-01-08,991507.0672595095,29016.92694002732
2024-01-09,986257.6240085368,29016.92694002732
2024-01-10,996332.3236085706,29016.92694002732
2024-01-11,987945.4430640511,29016.92694002732
2024-01-12,1012047.829488604,29016.92694002732
2024-01-15,1018215.1839214263,29016.92694002732
2024-01-16,1007851.9618047497,29016.92694002732
2024-01-17,995702.6997118815,29016.92694002732
2024-01-18,998511.0828633911,29016.92694002732
2024-01-19,1003541.7625861038,29016.92694002732
2024-01-22,1005843.8670724754,29016.92694002732
2024-01-23,999343.6453497007,29016.92694002732
2024-01-24,1014359.3413349149,29016.92694002732
2024-01-25,1025088.2303824716,29016.92694002732
2024-01-26,1038612.5178464012,29016.92694002732
2024-01-29,1024250.6557808642,29016.92694002732
2024-01-30,1031427.3466945859,29016.92694002732
2024-01-31,1034509.5151164867,29016.92694002732
2024-02-01,1043687.9463759281,29016.92694002732
2024-02-02,1038003.9198409073,29016.92694002732
2024-02-05,1038704.6447640131,29016.92694002732
2024-02-06,1030437.4429188176,29016.92694002732
2024-02-07,1035650.5596555199,29016.92694002732
2024-02-08,1028512.5500923888,29016.92694002732
2024-02-09,1020743.1321902575,29016.92694002732
2024-02-12,1017315.8323037558,29016.92694002732
2024-02-13,1008946.7448382947,29016.92694002732
2024-02-14,996183.4391405032,29016.92694002732
2024-02-15,1001728.3245415463,29016.92694002732
2024-02-16,1000011.0070266598,29016.92694002732
2024-02-19,1008778.8899025349,29016.92694002732
2024-02-20,999687.5930719612,29016.92694002732
2024-02-21,983762.2396800094,29016.92694002732
2024-02-22,985325.4044613257,29016.92694002732
2024-02-23,983260.4246076116,29016.92694002732
2024-02-26,982650.3559107588,29016.92694002732
2024-02-27,974988.5527692628,29016.92694002732
2024-02-28,971461.5358228593,29016.92694002732
2024-02-29,993552.166456686,29016.92694002732
2024-03-01,1001907.2976239219,29016.92694002732
2024-03-04,1034148.7815390773,29016.92694002732
2024-03-05,1052950.4745280945,29016.92694002732
2024-03-06,1058493.3938580262,29016.92694002732
2024-03-07,1058713.6607779476,29016.92694002732
2024-03-08,1065904.731833993,29016.92694002732
2024-03-11,1076786.0023714043,29016.92694002732
2024-03-12,1063219.9747234955,29016.92694002732
2024-03-13,1080674.9991195523,29016.92694002732
2024-03-14,1071390.149216221,29016.92694002732
2024-03-15,1056289.8008999603,29016.92694002732
2024-03-18,1041844.5178251038,29016.92694002732
2024-03-19,1027874.4273037553,29016.92694002732
2024-03-20,1048077.0991589101,29016.92694002732
2024-03-22,1066507.911437766,29016.92694002732
2024-03-25,1064840.8161806134,29016.92694002732
2024-03-26,1069019.1789616956,29016.92694002732
2024-03-27,1080641.4556784101,29016.92694002732
2024-03-28,1087071.5856924772,29016.92694002732
2024-04-02,1075296.5217756361,3481.6566855236015
2024-04-03,1077685.0552827325,3481.6566855236015
2024-04-04,1079742.4693943148,3481.6566855236015
2024-04-05,1072009.1797018943,3481.6566855236015
2024-04-08,1087698.0998871585,3481.6566855236015
2024-04-09,1085273.1301602812,3481.6566855236015
2024-04-10,1084053.0039439814,3481.6566855236015
2024-04-11,1086174.0027039908,3481.6566855236015
2024-04-12,1104350.7298559775,3481.6566855236015
2024-04-15,1086694.825894809,3481.6566855236015
2024-04-16,1079241.2061209383,3481.6566855236015
2024-04-17,1091209.8406585911,3481.6566855236015
2024-04-18,1099890.11816621,3481.6566855236015
2024-04-19,1095580.2755562402,3481.6566855236015
2024-04-22,1101036.9104620812,3481.6566855236015
2024-04-23,1093975.9640798366,3481.6566855236015
2024-04-24,1105317.8063721105,3481.6566855236015
2024-04-25,1110839.3885682174,3481.6566855236015
2024-04-26,1108897.1010046834,3481.6566855236015
2024-04-29,1132357.981429019,3481.6566855236015
2024-04-30,1126603.1013430841,3481.6566855236015
2024-05-02,985367.493811424,3481.6566855236015
2024-05-03,989138.024339785,3481.6566855236015
2024-05-06,991857.4856414557,3481.6566855236015
2024-05-07,988681.8540898165,3481.6566855236015
2024-05-08,1008435.3123764987,3481.6566855236015
2024-05-09,1011214.9003944948,3481.6566855236015
2024-05-10,1011417.9848087756,3481.6566855236015
2024-05-13,1007886.3772367054,3481.6566855236015
2024-05-14,1027288.5211794929,3481.6566855236015
2024-05-15,1029098.7630748961,3481.6566855236015
2024-05-16,1025886.8991118885,3481.6566855236015
2024-05-17,1036305.1896736553,3481.6566855236015
2024-05-20,1045479.7237190041,3481.6566855236015
2024-05-21,1046405.9649540186,3481.6566855236015
2024-05-22,1167833.4377866974,3481.6566855236015
2024-05-23,1167919.791629456,3481.6566855236015
2024-05-24,1169230.6373354532,3481.6566855236015
2024-05-27,1159639.5434921714,3481.6566855236015
2024-05-28,1159909.3657893925,3481.6566855236015
2024-05-30,1156764.3156931535,3481.6566855236015
2024-05-31,1138371.073593736,3481.6566855236015
2024-06-03,1140803.1088382183,3481.6566855236015
2024-06-04,1144613.888785771,3481.6566855236015
2024-06-05,1147218.1175888563,3481.6566855236015
2024-06-06,1150732.7406865994,3481.6566855236015
2024-06-07,1138373.0669757864,3481.6566855236015
2024-06-10,1127062.85557485,3481.6566855236015
2024-06-11,1122603.5326104378,3481.6566855236015
2024-06-12,1135469.1561235222,3481.6566855236015
2024-06-13,1002505.295023914,3481.6566855236015
2024-06-14,1005812.9956009176,3481.6566855236015
2024-06-18,1146063.3919546176,3481.6566855236015
2024-06-19,1163560.7952579777,3481.6566855236015
2024-06-20,1161138.6992373667,3481.6566855236015
2024-06-21,1169670.6259355762,3481.6566855236015
2024-06-24,1166590.4664960094,3481.6566855236015
2024-06-25,1166517.537102487,3481.6566855236015
2024-06-26,1173676.6457742825,3481.6566855236015
2024-06-27,1056969.1530818637,3481.6566855236015
2024-06-28,1059539.8215026641,3481.6566855236015
2024-07-01,1210702.9903647704,112949.37706343376
2024-07-02,1216502.4184937398,112949.37706343376
2024-07-03,1220799.6159121725,112949.37706343376
2024-07-04,1212485.3898561853,112949.37706343376
2024-07-05,1209153.9358585058,112949.37706343376
2024-07-08,1210254.3793993932,112949.37706343376
2024-07-09,1230787.3636177173,112949.37706343376
2024-07-10,1235697.3713766243,112949.37706343376
2024-07-11,1251381.1440573921,112949.37706343376
2024-07-12,1257219.1857657689,112949.37706343376
2024-07-15,1341727.3181962739,112949.37706343376
2024-07-16,1353958.455850738,112949.37706343376
2024-07-17,1345080.4492947836,112949.37706343376
2024-07-18,1346851.1607415606,112949.37706343376
2024-07-19,1363473.7632173873,112949.37706343376
2024-07-22,1350680.3460324784,112949.37706343376
2024-07-23,1359741.9080841993,112949.37706343376
2024-07-24,1365100.3473360962,112949.37706343376
2024-07-25,1357888.9253820851,112949.37706343376
2024-07-26,1383876.2997275623,112949.37706343376
2024-07-29,1390614.1296646488,112949.37706343376
2024-07-30,1395241.820455526,112949.37706343376
2024-07-31,1407023.8075081399,112949.37706343376
2024-08-01,1395671.3706202912,112949.37706343376
2024-08-02,1408206.530222103,112949.37706343376
2024-08-05,1377403.2726839357,112949.37706343376
2024-08-06,1348793.909791973,112949.37706343376
2024-08-07,1349375.0048820176,112949.37706343376
2024-08-08,1346421.2250928185,112949.37706343376
2024-08-12,1347979.481287656,112949.37706343376
2024-08-13,1370372.1097776839,112949.37706343376
2024-08-14,1380209.2504964317,112949.37706343376
2024-08-15,1384915.1201154292,112949.37706343376
2024-08-16,1386263.9472633,112949.37706343376
2024-08-19,1402327.5023921253,112949.37706343376
2024-08-20,1414495.233366365,112949.37706343376
2024-08-21,1433648.5325590624,112949.37706343376
2024-08-22,1432050.6834018417,112949.37706343376
2024-08-23,1442231.902579565,112949.37706343376
2024-08-26,1450772.9500352796,112949.37706343376
2024-08-27,1450700.604231523,112949.37706343376
